0,2.90
2,2.80
6,2.55
7,2.49
9,2.46
10,2.45
20,2.39
30,2.33
40,2.27
50,2.21
60,2.16
62,2.16
70,2.16
100,2.16
200,2.16
300,2.16
1000,2.16
